Date,Open,High,Low,Last,Diff_Open_Cls
5/27/2016,452.38,477.5,452.17,471.43,-19.05
5/28/2016,470.58,525.68,468,519.42,-48.84
5/29/2016,519.09,539.51,490,516.81,2.28
5/30/2016,516.81,534.65,510.02,527.21,-10.4
5/31/2016,525.77,548.23,520,531.84,-6.07
6/1/2016,531.84,542.82,525.49,535.38,-3.54
6/2/2016,535.61,539.95,530.71,537.99,-2.38
6/3/2016,537.99,578,535.91,568.11,-30.12
6/4/2016,568.11,588.68,560.04,571.51,-3.4
6/5/2016,571.56,581.98,566.02,573.02,-1.46
6/6/2016,573.02,586,573.02,584.05,-11.03
6/7/2016,584.12,594.25,562.89,576.01,8.11
6/8/2016,576.04,583.7,571.86,582.06,-6.02
6/9/2016,582.09,582.23,572.97,575.09,7
6/10/2016,575.09,579.98,572,576.86,-1.77
6/11/2016,577.07,609,575.93,607.89,-30.82
6/12/2016,609.84,683.02,606.5,668.55,-58.71
6/13/2016,668.57,724.84,655.53,703.39,-34.82
6/14/2016,703.78,704,660.21,683.91,19.87
6/15/2016,684.14,695.76,672.01,694.86,-10.72
6/16/2016,694.86,772.12,694.86,767,-72.14
6/17/2016,767,777.9,705.89,744.23,22.77
6/18/2016,744.16,778.84,723.07,752.39,-8.23
6/19/2016,752.81,763.98,740.11,759.19,-6.38
6/20/2016,759.13,762.28,724.01,730.85,28.28
6/21/2016,725,727.54,641.25,670.87,54.13
6/22/2016,665.36,677.3,588.03,600.5,64.86
6/23/2016,600.51,632.5,540.16,622.57,-22.06
6/24/2016,622.59,683.5,620.82,660.65,-38.06
6/25/2016,661.37,684.4,639.4,658.13,3.24
6/26/2016,658.79,662.88,608.64,630.16,28.63
6/27/2016,630.16,657.92,618,657.49,-27.33
6/28/2016,657.49,665,635.5,643.39,14.1
6/29/2016,644.33,644.33,621.09,634.09,10.24
6/30/2016,634.09,670.52,628.05,666.33,-32.24
7/1/2016,666.33,683.32,659.71,673.8,-7.47
7/2/2016,673.86,704.76,673.14,701.72,-27.86
7/3/2016,702,702.75,646.33,658.29,43.71
7/4/2016,658.29,682.1,640.52,678.98,-20.69
7/5/2016,678.69,682,661.57,667.06,11.63
7/6/2016,667.07,678.75,662.93,674.68,-7.61
7/7/2016,674.23,678,605.5,639.12,35.11
7/8/2016,638.3,665.9,635.01,662.97,-24.67
7/9/2016,662.99,663,640.07,652.95,10.04
7/11/2016,646.2,658.95,639.9,648.05,-1.85
7/12/2016,647.41,678,646.03,663,-15.59
7/13/2016,663.52,669.3,651.03,652.2,11.32
7/14/2016,651.04,663.67,650.91,659.1,-8.06
7/15/2016,659.1,669.67,658.44,663.2,-4.1
7/16/2016,663,666,655,661.3,1.7
7/17/2016,661.77,683.15,661.09,679.54,-17.77
7/18/2016,679.54,682.17,666.12,672.28,7.26
7/19/2016,672.1,675.54,666,673.48,-1.38
7/20/2016,672.86,674.81,660.2,667.01,5.85
7/21/2016,667.01,667.01,660.1,663.26,3.75
7/22/2016,663.25,666.29,645,647.82,15.43
7/23/2016,647.87,656.18,646,653.16,-5.29
7/24/2016,653.19,664.51,651.99,659.7,-6.51
7/25/2016,659.74,661.94,652.41,653.67,6.07
7/26/2016,653.95,656.48,645.01,650.7,3.25
7/27/2016,650.22,659,646.32,653.49,-3.27
7/28/2016,653.5,657.77,652.42,653.83,-0.33
7/29/2016,654.1,657.45,653,654.58,-0.48
7/30/2016,654.61,657.49,652.17,654.02,0.59
7/31/2016,654.02,654.67,615.19,622.5,31.52
8/1/2016,622.5,628.5,603.63,603.7,18.8
8/2/2016,603.87,612.98,471.01,540,63.87
8/3/2016,540,569.9,521.01,564,-24
8/4/2016,563.4,582.61,552.27,576,-12.6
8/5/2016,576.01,578.18,562.01,572.73,3.28
8/6/2016,572.5,591.57,562.56,587.85,-15.35
8/7/2016,588.42,598.7,582.17,592.47,-4.05
8/8/2016,592.47,594,583.9,590.28,2.19
8/9/2016,590.29,591.85,580,582.61,7.68
8/10/2016,582.71,602,580.01,590.45,-7.74
8/11/2016,590.46,597.68,585.23,585.4,5.06
8/12/2016,585.25,590.89,580.7,585.33,-0.08
8/13/2016,585.34,589.5,581.73,583.45,1.89
8/14/2016,583.53,583.68,556.2,567.58,15.95
8/15/2016,567.59,573.67,554.85,564.2,3.39
8/16/2016,564.2,579.73,563,574.95,-10.75
8/17/2016,574.95,577.81,566.02,570.22,4.73
8/18/2016,570.74,575.36,568.98,570.44,0.3
8/19/2016,570.46,574.86,552.3,571.08,-0.62
8/20/2016,571.32,581,569.02,577.96,-6.64
8/21/2016,577.61,582,576,577.25,0.36
8/22/2016,577.55,585.95,573.68,582.02,-4.47
8/23/2016,582,584.99,576,579.94,2.06
8/24/2016,580.27,582.1,575.4,577.62,2.65
8/25/2016,577.62,578.65,571.18,575.64,1.98
8/26/2016,575.53,582,574.14,577.77,-2.24
8/27/2016,577.81,578.18,564.8,567.38,10.43
8/28/2016,567.51,573,566.67,571.9,-4.39
8/29/2016,571.99,574.97,569,570.72,1.27
8/30/2016,570.74,576.49,568.55,574.96,-4.22
8/31/2016,575,576.1,568.43,570.75,4.25
9/1/2016,570.75,572.35,566.87,571.06,-0.31
9/2/2016,571.05,574,567.03,571.71,-0.66
9/3/2016,571.79,598.5,569.42,595.01,-23.22
9/4/2016,595.01,608.82,590.88,604.35,-9.34
9/5/2016,603.72,606.84,592.71,603.15,0.57
9/6/2016,603.53,609.27,601,608.16,-4.63
9/7/2016,608.9,615.34,604.81,614.33,-5.43
9/8/2016,614.33,628.8,611.66,624.92,-10.59
9/9/2016,624.91,626.55,612.85,622,2.91
9/10/2016,622,624.71,618.84,621.61,0.39
9/11/2016,621.6,628.99,594.89,604.05,17.55
9/12/2016,604.08,608.82,602,606.56,-2.48
9/13/2016,606.4,609.56,603.31,607.46,-1.06
9/14/2016,607.66,610.2,605.98,607.79,-0.13
9/15/2016,608.1,608.95,602.3,605.26,2.84
9/16/2016,605.26,608.78,603.53,605.63,-0.37
9/17/2016,605.69,606.71,601.13,602.88,2.81
9/18/2016,602.93,608.84,601.95,607.31,-4.38
9/19/2016,607.37,609.47,602.97,607.81,-0.44
9/20/2016,607.82,608.83,601,601,6.82
9/21/2016,600.72,600.72,592.1,594.17,6.55
9/22/2016,594.18,596.39,593.04,594.25,-0.07
9/23/2016,594.26,602.59,593.1,600.46,-6.2
9/24/2016,600.49,603.56,597.76,599.38,1.11
9/25/2016,600.04,601.93,596,597.45,2.59
9/26/2016,597.36,607.27,596.1,604.69,-7.33
9/27/2016,604.7,608.29,600.02,604.26,0.44
9/28/2016,604.28,605,601.42,603.1,1.18
9/29/2016,603.1,605.98,600.85,604.46,-1.36
9/30/2016,604.46,608.04,603.15,607.3,-2.84
10/1/2016,607.65,614.22,607.65,611.88,-4.23
10/2/2016,612.03,612.98,605,607.5,4.53
10/3/2016,608,611.84,606.28,611.06,-3.06
10/4/2016,610.99,611.61,604.99,606.34,4.65
10/5/2016,607,611.98,605.88,608,-1
10/6/2016,608.01,610.4,607.04,609.61,-1.6
10/7/2016,609.58,616.34,607.43,613.74,-4.16
10/8/2016,613.82,616.86,612.5,614.34,-0.52
10/9/2016,614.34,614.96,610.37,611.78,2.56
10/10/2016,612.12,616.3,612.12,616,-3.88
10/11/2016,616,638.99,614.8,638.3,-22.3
10/12/2016,638.3,639.9,629.14,634.23,4.07
10/13/2016,634.28,635.83,631.1,634.03,0.25
10/14/2016,634.04,639.35,630.08,638.17,-4.13
10/15/2016,638.16,641.96,635.24,636.41,1.75
10/16/2016,636.41,641.3,635.18,638.58,-2.17
10/17/2016,638.02,639.26,632.1,635.56,2.46
10/18/2016,635.56,637.79,631.54,635.1,0.46
10/19/2016,635.21,637.61,624.12,627.83,7.38
10/20/2016,627.84,630.22,625.01,627.9,-0.06
10/21/2016,628.04,632.03,627.5,628.99,-0.95
10/22/2016,628.99,655.96,628.5,653.5,-24.51
10/23/2016,653.25,654.98,647.5,648.46,4.79
10/24/2016,648.47,652,642,648.23,0.24
10/25/2016,645.63,657.57,645.28,650.78,-5.15
10/26/2016,651.57,676.99,651.57,674.63,-23.06
10/27/2016,674.63,685.87,665.59,684.43,-9.8
10/28/2016,684.67,687.22,678.1,684.71,-0.04
10/29/2016,685.91,717.49,684.77,711.13,-25.22
10/30/2016,711.1,711.1,691.17,696.99,14.11
10/31/2016,692.46,706.29,683.6,697.01,-4.55
11/1/2016,695.07,736.97,695.07,726.58,-31.51
11/2/2016,726.59,741.69,717.3,739.28,-12.69
11/3/2016,739.29,745,670.32,684.84,54.45
11/4/2016,684.84,706.26,681,702.71,-17.87
11/5/2016,702.72,707.2,694.67,703.33,-0.61
11/6/2016,703.33,714.1,697.92,710,-6.67
11/7/2016,707.79,708.42,698.26,702.85,4.94
11/8/2016,702.85,712.65,701.02,708.27,-5.42
11/9/2016,708.17,740.08,705.45,720.33,-12.16
11/10/2016,720.2,721.24,708,714.47,5.73
11/11/2016,714.47,720.33,712.23,716.2,-1.73
11/12/2016,716.2,716.3,701,701.06,15.14
11/13/2016,701.17,702.85,683.24,700.38,0.79
11/14/2016,700.38,705.5,697.15,703.82,-3.44
11/15/2016,703.82,716.49,702.98,711.06,-7.24
11/16/2016,711.07,742.25,708.43,739.7,-28.63
11/17/2016,739.7,749.02,732.22,735.5,4.2
11/18/2016,735.5,752.56,731.31,748,-12.5
11/19/2016,748.02,755,742.63,750,-1.98
11/20/2016,750.02,753.81,714,727.05,22.97
11/21/2016,727.06,739.05,727.03,736.42,-9.36
11/22/2016,736.76,749.98,731.39,747.62,-10.86
11/23/2016,747.64,749.85,729.82,740.17,7.47
11/24/2016,740.17,741.11,729,735.63,4.54
11/25/2016,735.63,737.05,728,735.23,0.4
11/26/2016,736.96,737.15,722.3,729.93,7.03
11/27/2016,729.91,731.99,722.03,726.13,3.78
11/28/2016,726.16,732.41,724.11,729.46,-3.3
11/29/2016,729.64,732.99,721.29,730.03,-0.39
11/30/2016,730.03,744.2,726.9,742.05,-12.02
12/1/2016,742.05,754.9,740.19,751.54,-9.49
12/2/2016,751.54,778.07,750.66,770.77,-19.23
12/3/2016,770.01,770.95,752.41,760.75,9.26
12/4/2016,760.77,762.93,752.41,761.98,-1.21
12/5/2016,761.98,762.09,743.1,749.51,12.47
12/6/2016,749.51,759.62,747.99,758.96,-9.45
12/7/2016,758.97,769.6,751.77,763.99,-5.02
12/8/2016,764.05,772,762.05,766.29,-2.24
12/9/2016,766.29,773.46,766.29,769.2,-2.91
12/10/2016,769.21,774.11,769.05,772.27,-3.06
12/11/2016,772.27,772.27,764.01,768.18,4.09
12/12/2016,768.19,778.97,768.19,777.11,-8.92
12/13/2016,777,789.01,765.1,775.05,1.95
12/14/2016,775.35,780.8,770.74,776.98,-1.63
12/15/2016,777.02,779.06,773.57,774.4,2.62
12/16/2016,774.58,782.39,771.24,781.32,-6.74
12/17/2016,781.32,790.88,780.34,787.74,-6.42
12/18/2016,788.29,790.96,780,788.35,-0.06
12/19/2016,788.34,794.32,787,791,-2.66
12/20/2016,791,802.44,787.5,798.41,-7.41
12/21/2016,798.65,833.31,796.3,832,-33.35
12/22/2016,832.43,874.98,827,859.07,-26.64
12/23/2016,858.94,919.6,858.93,913.99,-55.05
12/24/2016,913.99,915.92,878.89,892.6,21.39
12/25/2016,892.6,892.6,859.01,867.09,25.51
12/26/2016,889.75,904.43,888,897.54,-7.79
12/27/2016,897.55,936,891,930.29,-32.74
12/28/2016,930.29,976.47,929.49,976.47,-46.18
12/29/2016,976.47,979.97,950,969.73,6.74
12/30/2016,969.62,969.99,931,958.6,11.02
12/31/2016,958.74,966.33,944.11,966.33,-7.59
1/1/2017,966.34,1004.87,960.53,996.68,-30.34
1/2/2017,996.73,1031.49,990.01,1011.32,-14.59
1/3/2017,1011.43,1038.42,1000.15,1035.51,-24.08
1/4/2017,1035.51,1139.7,1028.56,1114.35,-78.84
1/5/2017,1114.35,1136.51,885.55,1004.73,109.62
1/6/2017,1004.73,1026.95,871.02,893.89,110.84
1/7/2017,894.02,907,812.5,903.94,-9.92
1/8/2017,903.94,941.43,881.21,909.68,-5.74
1/9/2017,909.76,911.1,875,894.91,14.85
1/10/2017,894.91,911.99,889.34,903.46,-8.55
1/11/2017,904.08,918.17,756.69,777.62,126.46
1/12/2017,777.57,832.74,751.34,805.89,-28.32
1/13/2017,805.64,831.39,775.07,825.84,-20.2
1/14/2017,825.89,837.75,810,817.23,8.66
1/15/2017,818.27,823.35,808,821.85,-3.58
1/16/2017,821.86,834.4,818.08,830.43,-8.57
1/17/2017,830.43,908.5,827,905.95,-75.52
1/18/2017,905.95,915.59,851.72,886.68,19.27
1/19/2017,886.68,909.98,878.64,901.01,-14.33
1/20/2017,901.02,902.43,880,895.65,5.37
1/21/2017,895.65,927.94,895,921.9,-26.25
1/22/2017,921.91,937.53,886.76,922.39,-0.48
1/23/2017,922.39,927.14,913.15,913.15,9.24
1/24/2017,913.15,922.72,881.48,884.18,28.97
1/25/2017,884.34,903.38,884.34,893.25,-8.91
1/26/2017,893.25,919.15,892.85,914.3,-21.05
1/27/2017,914.3,924.05,908.02,916.55,-2.25
1/28/2017,917.02,920.71,913.13,917.04,-0.02
1/29/2017,917.1,919.72,910.46,912.01,5.09
1/30/2017,912.01,913.37,910.3,910.61,1.4
1/31/2017,919.75,969.52,917.5,963.01,-43.26
2/1/2017,963.02,986.15,962,983.67,-20.65
2/2/2017,983.76,1011,973.12,1008.21,-24.45
2/3/2017,1008.24,1022,987.01,1015.02,-6.78
2/4/2017,1015.05,1043.63,1004,1033.17,-18.12
2/5/2017,1033.17,1034,1004.82,1010.03,23.14
2/6/2017,1010.03,1031.6,1005.1,1023.51,-13.48
2/7/2017,1023.52,1056.01,1021.3,1051.03,-27.51
2/8/2017,1051.03,1069.87,1025,1050.44,0.59
2/9/2017,1051.7,1074.25,931.11,985.11,66.59
2/10/2017,985.18,1010.67,950,995.43,-10.25
2/11/2017,995.42,1019,988.93,1011.01,-15.59
2/12/2017,1011.01,1011.01,992.93,999.51,11.5
2/13/2017,999.51,1007.53,975.11,1000.18,-0.67
2/14/2017,1000.18,1018.39,987.97,1008.27,-8.09
2/15/2017,1008.35,1013,1000.97,1010.74,-2.39
2/16/2017,1010.74,1043,1010.74,1032.7,-21.96
2/17/2017,1032.7,1063.23,1031.98,1054.77,-22.07
2/18/2017,1053.82,1068.59,1046.14,1055,-1.18
2/19/2017,1056,1061.72,1039.07,1050.64,5.36
2/20/2017,1050.64,1089.43,1044.05,1083.99,-33.35
2/21/2017,1083.99,1126.84,1077.01,1124.62,-40.63
2/22/2017,1124.63,1142.67,1098.45,1130.02,-5.39
2/23/2017,1130.02,1193.45,1120.73,1183.51,-53.49
2/24/2017,1183.53,1220,1092,1180.31,3.22
2/25/2017,1180.14,1183.23,1127,1151.79,28.35
2/26/2017,1151.79,1184.26,1133.33,1179.05,-27.26
2/27/2017,1179.05,1196.69,1169,1194.5,-15.45
2/28/2017,1194.51,1209.9,1176.25,1191.16,3.35
3/1/2017,1191.16,1230.9,1188.31,1226.39,-35.23
3/2/2017,1225.4,1281.19,1215,1256.2,-30.8
3/3/2017,1256.2,1294.41,1254.74,1285.33,-29.13
3/4/2017,1285.33,1287.35,1230,1259.73,25.6
3/5/2017,1259.01,1275,1240,1268.14,-9.13
3/6/2017,1269.98,1284.95,1251,1278.12,-8.14
3/7/2017,1278.13,1279.01,1175.97,1233.04,45.09
3/8/2017,1233.05,1245.49,1145.5,1149.34,83.71
3/9/2017,1149.34,1206.98,1135.01,1189.19,-39.85
3/10/2017,1189.18,1344.42,1170.01,1240.62,-51.44
3/11/2017,1111.51,1197,1106,1176.64,-65.13
3/12/2017,1176.56,1241,1170.9,1226.01,-49.45
3/13/2017,1226,1249,1215.07,1241.35,-15.35
3/14/2017,1241.35,1259,1226.5,1245.69,-4.34
3/15/2017,1245.69,1259.97,1242.03,1255.9,-10.21
3/16/2017,1255.91,1258.65,1130,1172,83.91
3/17/2017,1172,1172,1064.06,1068.16,103.84
3/18/2017,1068.16,1098.98,944.3,967.35,100.81
3/19/2017,968.66,1061,968.66,1012.77,-44.11
3/20/2017,1012.78,1052.99,1009.73,1036.23,-23.45
3/21/2017,1036.23,1117.36,1034.82,1111.97,-75.74
3/22/2017,1111.97,1112.25,988,1032.85,79.12
3/23/2017,1032.85,1054.39,1010.69,1029.68,3.17
3/24/2017,1029.68,1031.97,920.02,928.08,101.6
3/25/2017,928.08,963.32,891.33,955.86,-27.78
3/26/2017,955.89,996.99,937.52,958.21,-2.32
3/27/2017,958.8,1042.95,952.19,1038.05,-79.25
3/28/2017,1038.19,1068,1014.55,1042.94,-4.75
3/29/2017,1042.9,1058.02,1008.16,1035.95,6.95
3/30/2017,1035.64,1050,1018.6,1030.99,4.65
3/31/2017,1031.01,1080.57,1029.9,1070.31,-39.3
4/1/2017,1070.58,1096.99,1061.88,1083.95,-13.37
4/2/2017,1083.95,1099.47,1066.49,1077.27,6.68
4/3/2017,1076.55,1151.99,1076,1144.78,-68.23
4/4/2017,1144.79,1162.44,1119.68,1142.08,2.71
4/5/2017,1142.28,1144.86,1111,1134.59,7.69
4/6/2017,1134.41,1201,1133.87,1190.72,-56.31
4/7/2017,1190.72,1196.57,1175.8,1185.13,5.59
4/8/2017,1190.21,1197.1,1166.66,1184.04,6.17
4/9/2017,1184.03,1216.49,1173.98,1206.19,-22.16
4/10/2017,1205.2,1217.76,1195,1208.31,-3.11
4/11/2017,1208.31,1227.97,1198.03,1218.66,-10.35
4/12/2017,1218.66,1223.85,1208,1211.19,7.47
4/13/2017,1211.19,1219.45,1141,1171.46,39.73
4/14/2017,1172.04,1192.18,1142.25,1170.15,1.89
4/15/2017,1169.53,1192,1165,1171.76,-2.23
4/16/2017,1171,1178.92,1150,1161.02,9.98
4/17/2017,1161.02,1192,1160.78,1176.45,-15.43
4/18/2017,1176.55,1209.98,1175.55,1202.34,-25.79
4/19/2017,1202.34,1209.95,1190,1202.88,-0.54
4/20/2017,1202.93,1243.01,1201.66,1234.62,-31.69
4/21/2017,1234.21,1252.27,1231.52,1243.29,-9.08
4/22/2017,1243.6,1245.99,1199,1231.85,11.75
4/23/2017,1231.85,1247.77,1223.4,1240.83,-8.98
4/24/2017,1240.84,1253.97,1234,1253.16,-12.32
4/25/2017,1253.17,1279.96,1251.06,1269.02,-15.85
4/26/2017,1269.02,1315.01,1268.39,1286.65,-17.63
4/27/2017,1286.65,1341.8,1284.71,1330.92,-44.27
4/28/2017,1330.92,1347,1298.5,1330.97,-0.05
4/29/2017,1330.7,1342.37,1316,1333,-2.3
4/30/2017,1333,1355.75,1315.18,1348.88,-15.88
5/1/2017,1348.88,1424.98,1341.15,1390.86,-41.98
5/2/2017,1390.86,1479.99,1388,1447.55,-56.69
5/3/2017,1447.55,1515.94,1431.02,1503.22,-55.67
5/4/2017,1503.24,1623,1444.94,1537.28,-34.04
5/5/2017,1537.36,1608.69,1495,1515.03,22.33
5/6/2017,1515.08,1578.83,1505,1554.04,-38.96
5/7/2017,1554.04,1564.1,1525,1554,0.04
5/8/2017,1554.01,1652.26,1554.01,1648.03,-94.02
5/9/2017,1647.94,1760.37,1616.04,1752,-104.06
5/10/2017,1718.14,1793.98,1682,1772.57,-54.43
5/11/2017,1772.59,1892,1745,1829,-56.41
5/12/2017,1829,1831.55,1650,1687.54,141.46
5/13/2017,1687.55,1784.25,1601.46,1775.99,-88.44
5/14/2017,1775.48,1814.99,1753,1779.01,-3.53
5/15/2017,1782.3,1783.42,1682.56,1704.06,78.24
5/16/2017,1702.75,1749.57,1641.01,1700.09,2.66
5/17/2017,1700.01,1839,1670.01,1775.87,-75.86
5/18/2017,1775.95,1881.79,1766.33,1878.28,-102.33
5/19/2017,1878.5,1969.8,1874.31,1957.04,-78.54
5/20/2017,1957.42,2020.94,1914.03,2013.99,-56.57
5/21/2017,2013.99,2062.35,1961.52,2020,-6.01
5/22/2017,2017.55,2229.5,2001,2088.7,-71.15
5/23/2017,2088.72,2272,2088.49,2264.29,-175.57
5/24/2017,2263.16,2480.06,2263.16,2416.59,-153.43
5/25/2017,2416.59,2759.45,2221,2277.03,139.56
5/26/2017,2277,2598.79,2060,2279.82,-2.82
5/27/2017,2279.82,2339.13,1851.57,2041.44,238.38
5/28/2017,2041.49,2313.89,2041.49,2171.58,-130.09
5/29/2017,2172.53,2350,2109.33,2290.18,-117.65
5/30/2017,2290.18,2339.05,2160,2203.58,86.6
5/31/2017,2203.59,2333.99,2154.84,2298.01,-94.42
6/1/2017,2298.01,2456.18,2296.54,2405.76,-107.75
6/2/2017,2405.76,2488.99,2370.05,2487.27,-81.51
6/3/2017,2487.28,2584,2445,2537.31,-50.03
6/4/2017,2537.32,2568,2463.32,2529.74,7.58
6/5/2017,2529.74,2698.99,2523.41,2697.97,-168.23
6/6/2017,2697.97,2932.98,2690.56,2875.71,-177.74
6/7/2017,2875.71,2893.15,2801.72,2854.77,20.94
6/8/2017,2680.18,2814.99,2613.13,2805.46,-125.28
6/9/2017,2805.46,2868.23,2780.6,2817.99,-12.53
6/10/2017,2817.86,2911.12,2799.83,2897.2,-79.34
6/11/2017,2899,2967,2861.53,2954.21,-55.21
6/12/2017,2954.23,2979.98,2480.04,2658.22,296.01
6/13/2017,2656.97,2783,2637.96,2703.02,-46.05
6/14/2017,2703.02,2800,2320.68,2450,253.02
6/15/2017,2450,2514.99,2120,2421.21,28.79
6/16/2017,2421.21,2535.8,2307.57,2483.01,-61.8
6/17/2017,2483,2674.39,2420.11,2630.05,-147.05
6/18/2017,2630.06,2664.98,2460.62,2512.9,117.16
6/19/2017,2512.94,2598,2480.96,2598,-85.06
6/20/2017,2598,2781.13,2581,2733.95,-135.95
6/21/2017,2734.01,2788.97,2611,2657,77.01
6/22/2017,2657.04,2737.98,2594.61,2705.62,-48.58
6/23/2017,2709.46,2744.35,2659,2680.96,28.5
6/24/2017,2681.12,2724.95,2513.2,2556.33,124.79
6/25/2017,2556.88,2634.6,2432,2502.24,54.64
6/26/2017,2502.26,2550,2316.84,2410.83,91.43
6/27/2017,2410.78,2564,2291,2561.86,-151.08
6/28/2017,2560.45,2592.97,2468,2550.64,9.81
6/29/2017,2550.75,2594.19,2502.2,2538,12.75
6/30/2017,2538.35,2554.95,2502.99,2530.85,7.5
7/1/2017,2458,2515.3,2390.02,2413.87,44.13
7/2/2017,2413.88,2528.6,2374.1,2504.39,-90.51
7/3/2017,2504.56,2592.99,2472.64,2540.01,-35.45
7/4/2017,2540.01,2639,2540,2594.52,-54.51
7/5/2017,2594.51,2622,2530.1,2595.92,-1.41
7/6/2017,2598.31,2613.51,2523,2599.39,-1.08
7/7/2017,2600.11,2604.98,2475,2501.46,98.65
7/8/2017,2501.46,2555,2462,2549.39,-47.93
7/9/2017,2550.07,2564.14,2500.5,2504.03,46.04
7/10/2017,2504.01,2527.8,2261.85,2323.45,180.56
7/11/2017,2323.45,2398,2242.5,2301.46,21.99
7/12/2017,2301.5,2406.97,2239.54,2385.37,-83.87
7/13/2017,2385.38,2425,2312.87,2336.12,49.26
7/14/2017,2338.75,2357,2140,2209.43,129.32
7/15/2017,2209.43,2219.55,1966.42,1970.51,238.92
7/16/2017,1970.51,2042.99,1830,1917.61,52.9
7/17/2017,1917.64,2226.52,1910.45,2226,-308.36
7/18/2017,2226,2391.51,2164,2303.66,-77.66
7/19/2017,2303.71,2402.36,2223,2265.02,38.69
7/20/2017,2265.48,2702.24,2265.48,2702.24,-436.76
7/21/2017,2875.03,2880.56,2611.39,2667.01,208.02
7/22/2017,2667.01,2880.7,2644.5,2824.8,-157.79
7/23/2017,2824.81,2854.98,2640.16,2749.01,75.8
7/24/2017,2749.01,2799.99,2701,2754.53,-5.52
7/25/2017,2754.53,2775.05,2450,2556.99,197.54
7/26/2017,2563.96,2607.61,2400,2524.94,39.02
7/27/2017,2524.9,2692,2508.39,2664.67,-139.77
7/28/2017,2660.77,2823.97,2655.19,2777.01,-116.24
7/29/2017,2777.03,2785.65,2631.78,2666.61,110.42
7/30/2017,2666.62,2765.35,2569.69,2740.01,-73.39
7/31/2017,2740.05,2889.5,2680,2851.87,-111.82
8/1/2017,2851.86,2928.96,2615,2731,120.86
8/2/2017,2731,2760,2650,2703.48,27.52
8/3/2017,2703.51,2806.89,2698.73,2790.01,-86.5
8/4/2017,2790,2877.52,2765.42,2851.01,-61.01
8/5/2017,2851.01,3335.61,2848.1,3251.29,-400.28
8/6/2017,3251.61,3296.51,3146.16,3216.74,34.87
8/7/2017,3216.78,3427.52,3186,3383.04,-166.26
8/8/2017,3383.06,3488.92,3310,3408.46,-25.4
8/9/2017,3408.46,3422,3182.05,3342.99,65.47
8/10/2017,3342.99,3447.98,3311.17,3410,-67.01
8/11/2017,3410,3702.9,3390.09,3638.02,-228.02
8/12/2017,3638.03,3933,3586.97,3855.38,-217.35
8/13/2017,3855.38,4190,3841.71,4046.6,-191.22
8/14/2017,4050.3,4085.09,4037.4,4079.36,-29.06
8/15/2017,4308.32,4399.98,3802.02,4152.01,156.31
8/16/2017,4152,4378.97,3926,4361.93,-209.93
8/17/2017,4361.94,4475.02,4168.51,4260.38,101.56
8/18/2017,4260.45,4365.72,3964.96,4099.67,160.78
8/19/2017,4098.47,4187.99,3901.5,4091.99,6.48
8/20/2017,4091.99,4124,4000,4040,51.99
8/21/2017,4040,4080,3949.78,3987.52,52.48
8/22/2017,3987.51,4137.84,3600,4078,-90.49
8/23/2017,4077.99,4248.7,4051.88,4120.97,-42.98
8/24/2017,4120.97,4349.99,4082.57,4299.96,-178.99
8/25/2017,4299.96,4449.88,4270.01,4348.16,-48.2
8/26/2017,4348.16,4369.77,4233.6,4329.7,18.46
8/27/2017,4329.71,4391.01,4290.32,4329.9,-0.19
8/28/2017,4329.9,4399,4169,4379.98,-50.08
8/29/2017,4379.99,4647.5,4335.05,4576.67,-196.68
8/30/2017,4576.68,4642.19,4478.02,4566.77,9.91
8/31/2017,4566.78,4765.2,4566.66,4724.87,-158.09
9/1/2017,4724.96,4930,4671.09,4921.7,-196.74
9/2/2017,4921.7,4979.89,4488.5,4597.7,324
9/3/2017,4599.89,4699.99,4385,4594.23,5.66
9/4/2017,4594.24,4610.66,4466.05,4474.59,119.65
9/5/2017,4277,4473.52,4001.93,4388.9,-111.9
9/6/2017,4388.9,4648.73,4356.42,4592.37,-203.47
9/7/2017,4592.43,4674,4475,4606.62,-14.19
9/8/2017,4606.62,4679.95,4125.99,4312.01,294.61
9/9/2017,4312.01,4379.77,4164,4307.76,4.25
9/10/2017,4307.79,4317.13,4010,4214.69,93.1
9/11/2017,4218.46,4349,4092.4,4198.17,20.29
9/12/2017,4198.77,4376,4080,4162.02,36.75
9/13/2017,4162.02,4171.91,3720.01,3850.88,311.14
9/14/2017,3850.9,3921.74,3210,3227.79,623.11
9/15/2017,3227.79,3819.96,2972,3696.3,-468.51
9/16/2017,3699.89,3872.88,3502.5,3669.06,30.83
9/17/2017,3669.06,3770.73,3463,3656.59,12.47
9/18/2017,3738.89,4099.99,3646.23,4006,-267.11
9/19/2017,4002.37,4122.52,3847.65,3899,103.37
9/20/2017,3898.03,4049,3820.05,3955.41,-57.38
9/21/2017,3954.65,3965.71,3571,3649,305.65
9/22/2017,3649,3761.84,3504.51,3610.01,38.99
9/25/2017,3673.04,3966.81,3635.5,3926.46,-253.42
9/26/2017,3930.26,3968.96,3850.61,3906.39,23.87
9/27/2017,3906.39,4186.03,3869.5,4151,-244.61
9/28/2017,4151,4269.9,4123.5,4166.3,-15.3
9/29/2017,4166.3,4226.22,4015.32,4176.37,-10.07
10/2/2017,4271.41,4454.28,4261.94,4385.01,-113.6
10/3/2017,4385,4425,4218,4282.67,102.33
10/4/2017,4282.69,4342.88,4170.07,4195.38,87.31
